iata,Year,Month,average_delay,volumne,airport,city,state,lat,long
LIT,2005,2,10.4,5,Adams ,Little Rock,AR,34.72939611,-92.22424556
MCI,2005,2,0.8,5,Kansas City International,Kansas City,MO,39.29760528,-94.71390556
MCO,2005,2,-1.33333333333,9,Orlando International,Orlando,FL,28.42888889,-81.31602778
MDT,2005,2,-1.0,1,Harrisburg Intl,Harrisburg,PA,40.19349528,-76.76340361
MDW,2005,2,12.6,5,Chicago Midway,Chicago,IL,41.7859825,-87.75242444
MEM,2005,2,31.6666666667,3,Memphis International,Memphis,TN,35.04241667,-89.97666667
MFR,2005,2,-17.0,1,Rogue Valley International,Medford,OR,42.37422778,-122.8734978
MGM,2005,2,-6.5,2,Montgomery Regional Apt,Montgomery,AL,32.30064417,-86.39397611
MHT,2005,2,34.5,2,Manchester,Manchester,NH,42.93451639,-71.43705583
MIA,2005,2,-7.66666666667,3,Miami International,Miami,FL,25.79325,-80.29055556
MKE,2005,2,32.0,2,General Mitchell International,Milwaukee,WI,42.94722222,-87.89658333
MLU,2005,2,4.0,1,Monroe Regional,Monroe,LA,32.51086556,-92.03768778
MRY,2005,2,-4.0,2,Monterey Peninsula,Monterey,CA,36.5869825,-121.8429478
MSN,2005,2,5.33333333333,3,Dane County Regional,Madison,WI,43.13985778,-89.33751361
MSP,2005,2,-12.5454545455,11,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225
MSY,2005,2,14.4,10,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778
OAK,2005,2,16.1666666667,12,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.2207167
OKC,2005,2,2.0,4,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389
OMA,2005,2,-5.0,2,Eppley Airfield,Omaha,NE,41.30251861,-95.89417306
ONT,2005,2,46.2,5,Ontario International,Ontario,CA,34.056,-117.6011944
ORD,2005,2,-6.15384615385,39,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417
ORF,2005,2,10.0,1,Norfolk International,Norfolk,VA,36.89461111,-76.20122222
PBI,2005,2,10.3333333333,3,Palm Beach International,West Palm Beach,FL,26.68316194,-80.09559417
PDX,2005,2,-4.33333333333,3,Portland Intl,Portland,OR,45.58872222,-122.5975
PHL,2005,2,8.45454545455,11,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083
PHX,2005,2,21.5714285714,14,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.0080556
PIA,2005,2,21.0,1,Greater Peoria Regional,Peoria,IL,40.66424333,-89.69330556
PIT,2005,2,11.6,5,Pittsburgh International,Pittsburgh,PA,40.49146583,-80.23287083
PNS,2005,2,5.0,1,Pensacola Regional,Pensacola,FL,30.47330556,-87.18744444
PSP,2005,2,0.0,1,Palm Springs International,Palm Springs,CA,33.82921556,-116.5062531
PVD,2005,2,11.0,2,Theodore F Green State,Providence,RI,41.72399917,-71.42822111
RDU,2005,2,31.4,5,Raleigh-Durham International,Raleigh,NC,35.87763889,-78.78747222
RIC,2005,2,-6.0,1,Richmond International,Richmond,VA,37.50516667,-77.31966667
RNO,2005,2,-0.5,2,Reno/Tahoe International,Reno,NV,39.49857611,-119.7680647
ROA,2005,2,-13.0,1,Roanoke Regional/ Woodrum ,Roanoke,VA,37.32546833,-79.97542833
ROC,2005,2,-21.0,1,Greater Rochester Int'l,Rochester,NY,43.11886611,-77.67238389
RST,2005,2,-4.0,1,Rochester International,Rochester,MN,43.90882639,-92.49798722
RSW,2005,2,13.0,4,Southwest Florida International,Ft. Myers,FL,26.53616667,-81.75516667
SAN,2005,2,0.333333333333,6,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567
SAT,2005,2,-13.0,1,San Antonio International,San Antonio,TX,29.53369444,-98.46977778
SBA,2005,2,0.0,1,Santa Barbara Municipal,Santa Barbara,CA,34.42621194,-119.8403733
SDF,2005,2,-1.0,1,Louisville International-Standiford ,Louisville,KY,38.17438889,-85.736
SEA,2005,2,12.25,8,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.3093131
SFO,2005,2,18.4,5,San Francisco International,San Francisco,CA,37.61900194,-122.3748433
SJC,2005,2,-2.66666666667,3,San Jose International,San Jose,CA,37.36186194,-121.9290089
SLC,2005,2,13.4166666667,12,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731
SMF,2005,2,1.5,6,Sacramento International,Sacramento,CA,38.69542167,-121.5907669
SNA,2005,2,-1.0,5,John Wayne /Orange Co,Santa Ana,CA,33.67565861,-117.8682225
SRQ,2005,2,-1.0,1,Sarasota Bradenton International,Sarasota,FL,27.39533333,-82.55411111
STL,2005,2,-6.3,10,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972
SYR,2005,2,92.0,1,Syracuse-Hancock Intl,Syracuse,NY,43.11118694,-76.10631056
TLH,2005,2,17.0,2,Tallahassee Regional,Tallahassee,FL,30.39652778,-84.35033333
TPA,2005,2,-1.83333333333,6,Tampa International ,Tampa,FL,27.97547222,-82.53325
TRI,2005,2,-15.0,1,Tri-Cities Regional,Bristol,TN,36.47521417,-82.40742056
TUL,2005,2,50.0,1,Tulsa International,Tulsa,OK,36.19837222,-95.88824167
TUS,2005,2,9.5,2,Tucson International,Tucson,AZ,32.11608333,-110.9410278
VPS,2005,2,-9.0,1,Eglin Air Force Base,Valparaiso,FL,30.48325,-86.5254
ABQ,2006,2,-28.0,1,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944
ACV,2006,2,-1.0,1,Arcata,Arcata/Eureka,CA,40.97811528,-124.1086189
AEX,2006,2,-9.0,1,Alexandria International,Alexandria,LA,31.32737167,-92.54855611
ALB,2006,2,23.5,2,Albany Cty,Albany,NY,42.74811944,-73.80297861
ATL,2006,2,19.0294117647,34,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATW,2006,2,84.0,1,Outagamie County Regional,Appleton,WI,44.25740806,-88.51947556
AUS,2006,2,14.3333333333,3,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AVL,2006,2,-16.0,1,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
AVP,2006,2,10.0,1,Wilkes-Barre/Scranton Intl,Wilkes-Barre/Scranton,PA,41.33814944,-75.7242675
BHM,2006,2,10.0,1,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
BIS,2006,2,-1.0,1,Bismarck Municipal,Bismarck,ND,46.77411111,-100.7467222
BNA,2006,2,-2.0,3,Nashville International,Nashville,TN,36.12447667,-86.67818222
BOI,2006,2,17.75,4,Boise Air Terminal,Boise,ID,43.56444444,-116.2227778
BOS,2006,2,9.4,10,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917
BTR,2006,2,26.0,1,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,30.53316083,-91.14963444
BTV,2006,2,-6.5,2,Burlington International,Burlington,VT,44.47300361,-73.1503125
BUF,2006,2,35.5,2,Buffalo Niagara Intl,Buffalo,NY,42.94052472,-78.73216667
BUR,2006,2,17.8571428571,7,Burbank-Glendale-Pasadena,Burbank,CA,34.20061917,-118.3584969
BWI,2006,2,7.42857142857,7,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833
CAE,2006,2,-19.0,1,Columbia Metropolitan,Columbia,SC,33.93884,-81.11953944
CAK,2006,2,18.0,1,Akron-Canton Regional,Akron,OH,40.91631194,-81.44246556
CHS,2006,2,-15.0,1,Charleston AFB/International,Charleston,SC,32.89864639,-80.04050583
CLE,2006,2,-1.16666666667,6,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
CLT,2006,2,5.0,11,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583
CMH,2006,2,44.6666666667,3,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278
CPR,2006,2,-7.0,2,Natrona County Intl,Casper,WY,42.90835556,-106.4644661
CRP,2006,2,0.0,1,Corpus Christi International,Corpus Christi,TX,27.77036083,-97.50121528
CRW,2006,2,38.0,1,Yeager,Charleston,WV,38.37315083,-81.59318972
CSG,2006,2,3.0,1,Columbus Metropolitan,Columbus,GA,32.51633333,-84.93886111
CVG,2006,2,-5.77777777778,9,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725
DAL,2006,2,8.16666666667,6,Dallas Love ,Dallas,TX,32.84711389,-96.85177222
DAY,2006,2,-12.0,2,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
DCA,2006,2,-10.1428571429,7,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222
DEN,2006,2,1.28571428571,21,Denver Intl,Denver,CO,39.85840806,-104.6670019
DFW,2006,2,1.68181818182,22,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372
DLH,2006,2,-7.0,1,Duluth International,Duluth,MN,46.84209028,-92.19364861
DSM,2006,2,-4.5,2,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
DTW,2006,2,4.28571428571,7,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583
EVV,2006,2,-23.0,1,Evansville Regional,Evansville,IN,38.03799139,-87.53062667
EWR,2006,2,27.3636363636,11,Newark Intl,Newark,NJ,40.69249722,-74.16866056
FAR,2006,2,15.0,1,Hector International,Fargo,ND,46.91934889,-96.81498889
FCA,2006,2,-10.0,2,Glacier Park Intl,Kalispell,MT,48.31140472,-114.2550694
FLL,2006,2,-5.6,10,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275
FNT,2006,2,0.0,1,Bishop,Flint,MI,42.96550333,-83.74345639
FSM,2006,2,4.0,1,Fort Smith Regional,Fort Smith,AR,35.33659028,-94.36744111
FWA,2006,2,8.0,1,Fort Wayne International,Fort Wayne,IN,40.97846583,-85.19514639
GEG,2006,2,41.0,2,Spokane Intl,Spokane,WA,47.61985556,-117.5338425
GPT,2006,2,-13.0,1,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,30.40728028,-89.07009278
GRB,2006,2,7.0,1,Austin Straubel International,Green Bay,WI,44.48507333,-88.12959
GRK,2006,2,20.0,1,Robert Gray AAF,Killeen,TX,31.06489778,-97.82779778
GRR,2006,2,12.0,2,Kent County International,Grand Rapids,MI,42.88081972,-85.52276778
GSO,2006,2,6.75,4,Piedmont Triad International,Greensboro,NC,36.09774694,-79.9372975
GSP,2006,2,-27.0,1,Greenville-Spartanburg,Greer,SC,34.89566722,-82.21885833
HOU,2006,2,3.8,5,William P Hobby,Houston,TX,29.64541861,-95.27888889
HSV,2006,2,40.0,1,Huntsville International ,Huntsville,AL,34.6404475,-86.77310944
IAD,2006,2,1.5,8,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
IAH,2006,2,5.0,17,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222
IND,2006,2,-13.5,2,Indianapolis International,Indianapolis,IN,39.71732917,-86.29438417
JAC,2006,2,14.0,1,Jackson Hole,Jackson,WY,43.60732417,-110.7377389
JAN,2006,2,-4.0,1,Jackson International,Jackson,MS,32.31116667,-90.07588889
JFK,2006,2,-7.22222222222,9,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556
LAS,2006,2,8.46666666667,15,McCarran International,Las Vegas,NV,36.08036111,-115.1523333
LAX,2006,2,13.5294117647,17,Los Angeles International,Los Angeles,CA,33.94253611,-118.4080744
LEX,2006,2,2.0,1,Blue Grass ,Lexington,KY,38.03697222,-84.60538889
LGA,2006,2,0.1,10,LaGuardia,New York,NY,40.77724306,-73.87260917
LGB,2006,2,9.0,2,Long Beach (Daugherty ),Long Beach,CA,33.81772222,-118.1516111
LIT,2006,2,114.0,1,Adams ,Little Rock,AR,34.72939611,-92.22424556
LNK,2006,2,4.0,1,Lincoln Municipal,Lincoln,NE,40.85097222,-96.75925
MCI,2006,2,6.36363636364,11,Kansas City International,Kansas City,MO,39.29760528,-94.71390556
MCO,2006,2,16.1,10,Orlando International,Orlando,FL,28.42888889,-81.31602778
MDT,2006,2,-3.0,1,Harrisburg Intl,Harrisburg,PA,40.19349528,-76.76340361
MDW,2006,2,-2.36363636364,11,Chicago Midway,Chicago,IL,41.7859825,-87.75242444
MEM,2006,2,-6.5,2,Memphis International,Memphis,TN,35.04241667,-89.97666667
MFR,2006,2,11.0,2,Rogue Valley International,Medford,OR,42.37422778,-122.8734978
MHT,2006,2,40.5,2,Manchester,Manchester,NH,42.93451639,-71.43705583
MIA,2006,2,21.5,8,Miami International,Miami,FL,25.79325,-80.29055556
MKE,2006,2,17.0,2,General Mitchell International,Milwaukee,WI,42.94722222,-87.89658333
MLI,2006,2,13.0,1,Quad City,Moline,IL,41.44852639,-90.50753917
MRY,2006,2,17.5,2,Monterey Peninsula,Monterey,CA,36.5869825,-121.8429478
MSP,2006,2,-7.0,5,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225
MSY,2006,2,46.0,2,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778
OAK,2006,2,13.1428571429,7,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.2207167
OKC,2006,2,4.5,2,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389
OMA,2006,2,12.0,2,Eppley Airfield,Omaha,NE,41.30251861,-95.89417306
ONT,2006,2,2.33333333333,3,Ontario International,Ontario,CA,34.056,-117.6011944
ORD,2006,2,16.36,25,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417
ORF,2006,2,0.0,1,Norfolk International,Norfolk,VA,36.89461111,-76.20122222
PBI,2006,2,21.5,4,Palm Beach International,West Palm Beach,FL,26.68316194,-80.09559417
PDX,2006,2,20.6666666667,3,Portland Intl,Portland,OR,45.58872222,-122.5975
PHF,2006,2,-9.0,1,Newport News/Williamsburg International,Newport News,VA,37.13189556,-76.4929875
PHL,2006,2,10.0,12,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083
PHX,2006,2,8.31578947368,19,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.0080556
PIT,2006,2,-16.5,2,Pittsburgh International,Pittsburgh,PA,40.49146583,-80.23287083
PSP,2006,2,9.0,2,Palm Springs International,Palm Springs,CA,33.82921556,-116.5062531
PVD,2006,2,-6.0,2,Theodore F Green State,Providence,RI,41.72399917,-71.42822111
PWM,2006,2,64.0,1,Portland International Jetport,Portland,ME,43.64616667,-70.30875
RDU,2006,2,9.33333333333,3,Raleigh-Durham International,Raleigh,NC,35.87763889,-78.78747222
RIC,2006,2,19.0,1,Richmond International,Richmond,VA,37.50516667,-77.31966667
RNO,2006,2,-10.0,1,Reno/Tahoe International,Reno,NV,39.49857611,-119.7680647
RST,2006,2,-13.0,1,Rochester International,Rochester,MN,43.90882639,-92.49798722
RSW,2006,2,-0.6,5,Southwest Florida International,Ft. Myers,FL,26.53616667,-81.75516667
SAN,2006,2,7.0,6,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567
SAT,2006,2,-7.66666666667,3,San Antonio International,San Antonio,TX,29.53369444,-98.46977778
SAV,2006,2,-1.0,1,Savannah International,Savannah,GA,32.12758333,-81.20213889
SBA,2006,2,9.66666666667,3,Santa Barbara Municipal,Santa Barbara,CA,34.42621194,-119.8403733
SDF,2006,2,3.0,3,Louisville International-Standiford ,Louisville,KY,38.17438889,-85.736
SEA,2006,2,10.6666666667,6,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.3093131
SFO,2006,2,14.8,10,San Francisco International,San Francisco,CA,37.61900194,-122.3748433
SGF,2006,2,15.6666666667,3,Springfield-Branson Regional,Springfield,MO,37.24432611,-93.38685806
SHV,2006,2,-1.5,2,Shreveport Regional,Shreveport,LA,32.4466275,-93.82559833
SJC,2006,2,2.25,4,San Jose International,San Jose,CA,37.36186194,-121.9290089
SLC,2006,2,-3.0,11,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731
SMF,2006,2,22.3333333333,3,Sacramento International,Sacramento,CA,38.69542167,-121.5907669
SNA,2006,2,15.75,4,John Wayne /Orange Co,Santa Ana,CA,33.67565861,-117.8682225
STL,2006,2,-13.1428571429,7,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972
TLH,2006,2,14.0,1,Tallahassee Regional,Tallahassee,FL,30.39652778,-84.35033333
TPA,2006,2,5.11111111111,9,Tampa International ,Tampa,FL,27.97547222,-82.53325
TUL,2006,2,36.0,2,Tulsa International,Tulsa,OK,36.19837222,-95.88824167
TUS,2006,2,-2.0,1,Tucson International,Tucson,AZ,32.11608333,-110.9410278
TYR,2006,2,-5.0,1,Tyler Pounds ,Tyler,TX,32.35413889,-95.40238611
TYS,2006,2,-14.0,1,McGhee-Tyson,Knoxville,TN,35.81248722,-83.99285583
YUM,2006,2,-9.0,1,Yuma MCAS-Yuma International,Yuma,AZ,32.65658333,-114.6059722
ABQ,2007,2,5.66666666667,3,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944
ACV,2007,2,10.0,1,Arcata,Arcata/Eureka,CA,40.97811528,-124.1086189
ALB,2007,2,37.0,2,Albany Cty,Albany,NY,42.74811944,-73.80297861
ATL,2007,2,10.8928571429,28,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AUS,2007,2,2.36363636364,11,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AVL,2007,2,-4.0,1,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
BDL,2007,2,5.33333333333,3,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BHM,2007,2,53.5,2,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
BMI,2007,2,10.0,1,Central Illinois Regional,Bloomington,IL,40.47798556,-88.91595278
BNA,2007,2,36.0,3,Nashville International,Nashville,TN,36.12447667,-86.67818222
BOI,2007,2,15.0,1,Boise Air Terminal,Boise,ID,43.56444444,-116.2227778
BOS,2007,2,19.9090909091,11,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917
BTR,2007,2,-11.0,1,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,30.53316083,-91.14963444
BUF,2007,2,178.0,2,Buffalo Niagara Intl,Buffalo,NY,42.94052472,-78.73216667
BUR,2007,2,9.8,5,Burbank-Glendale-Pasadena,Burbank,CA,34.20061917,-118.3584969
BWI,2007,2,5.91666666667,12,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833
BZN,2007,2,6.0,1,Gallatin ,Bozeman,MT,45.77690139,-111.1530072
CAE,2007,2,33.0,1,Columbia Metropolitan,Columbia,SC,33.93884,-81.11953944
CHA,2007,2,-3.0,1,Lovell ,Chattanooga,TN,35.03526833,-85.20378778
CHS,2007,2,-1.5,2,Charleston AFB/International,Charleston,SC,32.89864639,-80.04050583
CLE,2007,2,21.875,8,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
CLT,2007,2,17.7333333333,15,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583
CVG,2007,2,61.8571428571,7,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725
DAL,2007,2,-3.33333333333,3,Dallas Love ,Dallas,TX,32.84711389,-96.85177222
DAY,2007,2,23.6666666667,3,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
DBQ,2007,2,29.5,2,Dubuque Municipal,Dubuque,IA,42.40295944,-90.70916722
DCA,2007,2,17.6666666667,6,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222
DEN,2007,2,6.33333333333,18,Denver Intl,Denver,CO,39.85840806,-104.6670019
DFW,2007,2,15.2666666667,30,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372
DSM,2007,2,-6.0,1,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
DTW,2007,2,16.2666666667,15,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583
EGE,2007,2,1.0,1,Eagle County Regional,Eagle,CO,39.64256778,-106.9176953
ELP,2007,2,-10.6666666667,3,El Paso International,El Paso,TX,31.80666667,-106.3778056
EWR,2007,2,7.73333333333,15,Newark Intl,Newark,NJ,40.69249722,-74.16866056
FAR,2007,2,12.0,1,Hector International,Fargo,ND,46.91934889,-96.81498889
FAT,2007,2,5.0,1,Fresno Yosemite International,Fresno,CA,36.77619444,-119.7181389
FCA,2007,2,9.0,1,Glacier Park Intl,Kalispell,MT,48.31140472,-114.2550694
FLL,2007,2,-8.0,3,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275
FWA,2007,2,83.0,1,Fort Wayne International,Fort Wayne,IN,40.97846583,-85.19514639
GEG,2007,2,-11.0,1,Spokane Intl,Spokane,WA,47.61985556,-117.5338425
GRK,2007,2,7.0,1,Robert Gray AAF,Killeen,TX,31.06489778,-97.82779778
GRR,2007,2,15.0,1,Kent County International,Grand Rapids,MI,42.88081972,-85.52276778
GSO,2007,2,-4.5,2,Piedmont Triad International,Greensboro,NC,36.09774694,-79.9372975
HOU,2007,2,3.875,8,William P Hobby,Houston,TX,29.64541861,-95.27888889
HSV,2007,2,49.0,2,Huntsville International ,Huntsville,AL,34.6404475,-86.77310944
IAD,2007,2,31.2727272727,11,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
IAH,2007,2,9.44444444444,18,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222
ICT,2007,2,1.0,1,Wichita Mid-Continent,Wichita,KS,37.64995889,-97.43304583
IND,2007,2,57.0,1,Indianapolis International,Indianapolis,IN,39.71732917,-86.29438417
JAC,2007,2,-13.0,1,Jackson Hole,Jackson,WY,43.60732417,-110.7377389
JAN,2007,2,1.0,1,Jackson International,Jackson,MS,32.31116667,-90.07588889
JAX,2007,2,-11.0,3,Jacksonville International,Jacksonville,FL,30.49405556,-81.68786111
JFK,2007,2,75.25,8,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556
LAS,2007,2,29.6111111111,18,McCarran International,Las Vegas,NV,36.08036111,-115.1523333
LAX,2007,2,-0.307692307692,13,Los Angeles International,Los Angeles,CA,33.94253611,-118.4080744
LBB,2007,2,58.0,1,Lubbock International,Lubbock,TX,33.66363889,-101.8227778
LFT,2007,2,-7.0,1,Lafayette Regional,Lafayette,LA,30.20527972,-91.987655
LGA,2007,2,11.5555555556,9,LaGuardia,New York,NY,40.77724306,-73.87260917
LGB,2007,2,6.0,2,Long Beach (Daugherty ),Long Beach,CA,33.81772222,-118.1516111
LIT,2007,2,30.0,1,Adams ,Little Rock,AR,34.72939611,-92.22424556
MCI,2007,2,15.0,7,Kansas City International,Kansas City,MO,39.29760528,-94.71390556
MCO,2007,2,1.125,8,Orlando International,Orlando,FL,28.42888889,-81.31602778
MDT,2007,2,33.0,1,Harrisburg Intl,Harrisburg,PA,40.19349528,-76.76340361
MDW,2007,2,5.9,10,Chicago Midway,Chicago,IL,41.7859825,-87.75242444
MEM,2007,2,3.66666666667,6,Memphis International,Memphis,TN,35.04241667,-89.97666667
MHT,2007,2,17.75,4,Manchester,Manchester,NH,42.93451639,-71.43705583
MIA,2007,2,6.11111111111,9,Miami International,Miami,FL,25.79325,-80.29055556
MKE,2007,2,3.0,3,General Mitchell International,Milwaukee,WI,42.94722222,-87.89658333
MOB,2007,2,-11.0,1,Mobile Regional,Mobile,AL,30.69141667,-88.24283333
MSN,2007,2,82.0,3,Dane County Regional,Madison,WI,43.13985778,-89.33751361
MSP,2007,2,10.7142857143,14,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225
MSY,2007,2,-7.5,2,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778
OAK,2007,2,14.5,6,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.2207167
OKC,2007,2,3.0,2,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389
OMA,2007,2,17.3333333333,6,Eppley Airfield,Omaha,NE,41.30251861,-95.89417306
ONT,2007,2,2.71428571429,7,Ontario International,Ontario,CA,34.056,-117.6011944
ORD,2007,2,22.1034482759,29,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417
ORF,2007,2,5.5,2,Norfolk International,Norfolk,VA,36.89461111,-76.20122222
PBI,2007,2,11.3333333333,3,Palm Beach International,West Palm Beach,FL,26.68316194,-80.09559417
PDX,2007,2,10.25,4,Portland Intl,Portland,OR,45.58872222,-122.5975
PHL,2007,2,40.7,10,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083
PHX,2007,2,-3.72222222222,18,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.0080556
PIA,2007,2,24.0,1,Greater Peoria Regional,Peoria,IL,40.66424333,-89.69330556
PIT,2007,2,6.66666666667,3,Pittsburgh International,Pittsburgh,PA,40.49146583,-80.23287083
